BBL,BldgClass,LotArea,BldgArea,HistDist,Landmark,OwnerName
1014270011,N9,9297,95267,,,ST MARYS HOME FOR GIR
1014270015,B9,1788,3512,,,WILLIAM T GEORGIS
1014270016,A4,1788,3512,,,PRESSMAN HAYWARD R
1014270017,A4,1788,5413,,,"ACEVEDO, LAUREL"
1014270018,D4,10216,117882,,,GREENTHAL MANAGEMENT
1014270023,U7,5625,0,,,METROPOLITAN TRANSIT
1014270024,C7,2038,8425,,,1391 2 AVE RLTY CORP
1014270028,D6,12770,166432,,,CLYPETA REALTY CO. LL
1014270030,D4,10216,89281,,,230 E 73 ST OWNER COR
1014270034,D4,10216,90700,,,220 E 73 OWNERS CORP
1014270038,D4,10216,75133,,,210 E 73RD OWNER CORP
1014270042,C7,2554,7996,,,"20873, L L C"
1014270109,B3,1533,2880,,,GEORGE ORLANDO MAITLA
1014270110,C0,1703,3412,,,GLADSTONE LTD
1014270116,C6,1788,3708,,,BBD AND B INC
1014277501,RM,5108,21928,,,
1014280001,C7,4081,15849,,,I93 LLC
1014280003,C7,2040,7405,,,MUR-JAY REALTY CORPOR
1014280004,C7,2083,8600,,,"1277 REALTY CO.,"
1014280005,W3,7918,40375,,,BUCKLEY SCHOOL NYC
1014280007,D3,2554,14185,,,3GR/211-213
1014280008,D3,2554,12000,,,3GR/211-213
1014280009,D4,10216,74726,,,215 E 73RD OWNER CORP
1014280013,D4,10216,89016,,,225 EAST 73RD OWNERS
1014280017,D4,10216,88955,,,GRAMATAN MANAGEMENT
1014280021,C7,1916,9580,,,"JEFF WEBER, AS TRUSTE"
1014280022,S9,1913,5421,,,1405 SECOND AVENUE L
1014280023,C7,2550,6718,,,1407 2ND LLC
1014280024,C7,2550,6935,,,1409 2ND AVE NY LLC
1014280025,S9,2608,5016,,,1411 SECOND AVENUE LL
1014280026,S9,1714,5016,,,1413 SECOND REALTY
1014280027,S9,1692,4956,,,1413 SECOND REALTY
1014280028,C7,1689,5245,,,"CHANG, GORDON"
1014280029,C5,1703,3676,,,244-250 EAST 74TH STR
1014280030,C5,1703,3680,,,244-250 EAST 74TH STR
1014280031,C5,1703,3680,,,244-250 EAST 74TH STR
1014280032,C4,1703,4600,,,"EVANS, HUGH D"
1014280033,C6,1703,4600,,,238 E 74 ST HOUSING C
1014280034,C0,1703,3200,,,GIGABIT 234 REALTY LL
1014280035,C5,2554,8312,,,"SJB ASSOCIATES,"
1014280036,D9,5108,15040,,,SUPREME COMPANY I LLC
1014280038,C7,2554,11541,,,224 EAST 74TH LLC
1014280039,C5,2554,8875,,,220 EAST 74TH STREET
1014280040,C4,2554,9150,,,"BOXHOORN, LUCILLE"
1014280041,C0,5109,9948,,,MONOLITH CAPITAL LLC
1014280045,D4,13753,194856,,,200 E 74 OWNERS CORP
1014280104,C4,2759,7512,,,NOTARO REALTY COMPAN
1014280120,C7,1277,5135,,,"239 EAST 73RD STREET,"
1014280127,C4,1255,4755,,,254 EAST 74TH STREET
1014280128,C4,1255,4755,,,252 EAST 74TH STREET
1014280129,C5,1703,3676,,,244-250 EAST 74TH STR
1014280131,A4,1703,3672,,,"MARINAKIS, MARKOS"
1014280133,C4,1703,4600,,,74TH STREET MANHATTAN
1014290001,C7,1574,6074,,,EAST MANHATTAN HOLDIN
1014290002,C7,2840,11100,,,1293 THIRD AVENUE LLC
1014290003,C7,2200,6100,,,1297-1299 THIRD AVENU
1014290004,C7,2200,5300,,,1297-1299 THIRD AVENU
1014290005,D4,17879,147000,,,207 E 74 ST OWNERS IN
1014290012,C7,2554,8800,,,"BOXHOORN, SUSAN"
1014290013,D4,20433,86988,,,225 EAST 74TH APTS. C
1014290026,S5,1362,4196,,,"TUAN, LUCIA"
1014290027,S5,1362,4340,,,GMD 1435 LLC
1014290028,S9,1434,4957,,,"LIAN HOLDING GROUP, L"
1014290029,C5,2554,7895,,,242 EAST 75 REALTY LL
1014290030,C7,2554,7951,,,VIRGINIA CITY LLC
1014290031,C7,5027,17610,,,B.N.O ASSOCIATES LLC
1014290033,C7,2052,6355,,,RICOTTA RLTY CORP
1014290034,C4,2052,6355,,,MARBAR INC C/O MARC C
1014290035,C4,2036,6435,,,MIRMA LLC
1014290036,C4,2043,6315,,,226 EAST 75TH STREETC
1014290037,D3,6020,23490,,,SHELL REALTY CO
1014290041,D1,6002,25758,,,ROMAR RLTY CP
1014290043,C4,2001,4320,,,MIRAT TRADING CORP
1014290044,C7,2000,4320,,,204 EAST 75TH STREET
1014290045,D9,3165,12600,,,"GASTONIA,"
1014290047,C7,3000,11600,,,200 EAST 75TH ST REAL
1014290048,C4,1500,5800,,,"1301 THIRD AVENUE,"
1014290103,D6,2425,16231,,,203 E 74
1014290127,S5,1362,4034,,,TAYAB REAL ESTATE COL
1014290128,D3,2147,12882,,,244 E 75
1014290134,C4,2061,6370,,,SATO NOBORU
1014290143,C4,2001,4320,,,"206 E. 75TH, LLC"
1014290145,C4,2013,6950,,,"GASTOWN, LLC."
1014291001,,0,0,,,
1014297501,RM,3985,14932,,,216-218 E 75TH ST CON
1014297502,RM,12767,215331,,,255 EAST 74TH STREET
1014300001,C7,2852,11005,,,1311 THIRD AVENUE LLC
1014300002,C7,5896,12180,,,1313 REALTY CO LLC
1014300003,C7,2948,11280,,,75TH REALTY CO LLC
1014300004,O9,1969,16200,,,ROXARE PROPERTIES LLC
1014300005,W1,79050,234499,,,NYC DEPARTMENT OF EDU
1014300010,Y1,2554,6162,,,FIRE DEPARTMENT
1014300045,C7,1485,7425,,,MSH 76 LLC
1014300046,C7,1340,5100,,,FAMECO LLC
1014300047,D9,2680,10650,,,"HAKIM, KAMRAN"
1014300048,S9,2100,9560,,,CHATEAUBRIANT RESTAUR
1014300144,C9,1561,3800,,,SUPREME COMPANY I LLC
1014300145,C0,1561,3968,,,SUPREME COMPANY I LLC
1014307501,RM,21455,22960,,,240 E 76 ST CONDO
1014310001,C6,7867,23000,,,1329-37 THIRD AVENUE
1014310005,C5,2580,8916,,,75-76 THIRD AVENUE AS
1014310006,C7,2554,8916,,,75-76 THIRD AVENUE AS
1014310007,A4,1703,4343,,,"NAKASH, MIRI"
1014310008,C7,3405,13981,,,SACCHETTI REALTY LLC
1014310009,C5,2554,5836,,,75-76 THIRD AVENUE AS
1014310010,C5,2554,6812,,,"CTG REALTY,"
1014310011,D4,5110,21162,,,221 E 76TH ST OWNER I
1014310013,D4,7662,39375,,,22576 OWNERS CORP
1014310016,D3,13281,82065,,,NEW YORK APARTMENT PO
1014310021,D4,10433,80080,,,"ORCHANT, DANIEL"
1014310025,C7,2500,11966,,,1471 SECOND CORP
1014310026,C7,5000,23932,,,MHG FAMILY LIMITED PA
1014310028,C7,2500,13685,,,1477 SECOND CORP
1014310029,D5,2500,10500,,,"S.K.I. REALTY, INC."
1014310030,D5,2500,10500,,,"S.K.I. REALTY, INC."
1014310031,D3,2500,13750,,,SENIOR LIVING OPTIONS
1014310032,D9,2963,15440,,,242-244 EAST 77 ST  L
1014310033,D9,2963,15440,,,242-44 EAST 77TH STRE
1014310034,D6,2248,7000,,,"77B23 REATLY,"
1014310035,C7,2554,11409,,,236 EAST 77TH STREETC
1014310036,D9,2554,10020,,,232-234 EAST 77TH STR
1014310037,C4,2554,10020,,,232-234 EAST 77TH STR
1014310038,D9,2554,9945,,,MYER STANLEY
1014310039,D4,5108,18450,,,212-214 EAST 77TH INC
1014310041,W8,6130,38784,,,BIRCH WATHEN SCHOOLIN
1014310043,D9,4087,21120,,,EAST SEVENTY-SEVEN CO
1014310045,C7,1913,6068,,,"1347 THIRD AVENUE, LL"
1014310046,K4,2872,8920,,,1329-37 THIRD AVENUE
1014310048,C7,2875,7691,,,1329-37 THIRD AVENUE
1014310120,V1,173,0,,,242-44 EAST 77TH STRE
1014310144,K2,3065,6130,,,"HAUG 202 ASSOC.,LLC"
1014317501,RM,2851,14968,,,
1014320001,D4,9705,139557,,,201 E. 77 OWNERS CORP
1014320005,D4,9535,77928,,,205 E 77TH ST TENANTS
1014320008,A4,1703,2880,,,JEFFREY B ENGEL
1014320011,C4,2554,10145,,,THE BREARLY SCHOOL
1014320012,D1,2554,12800,,,"231 EAST 77 HDFC,  AS"
1014320013,C7,2554,13202,,,233 REALTY NY LLC
1014320014,P5,2554,5629,,,"EAST SEVEN SEVEN, LLC"
1014320015,C5,2554,7400,,,239 EAST 77 STREET LL
1014320016,C4,2554,6875,,,247 ASSOCIATES LLC
1014320017,D4,2554,12220,,,243 E 77 ST TENANTS C
1014320018,C7,2554,13468,,,245 E 77TH ST HOLDING
1014320019,C7,2554,12006,,,247 ASSOCIATES LLC
1014320020,C7,2554,10805,,,249 MANAGEMENT CORP.
1014320021,C7,10900,31177,,,ALLIANCE 77 LLC   C/O
1014320025,C7,3028,15572,,,"270 EAST 78TH STREET,"
1014320027,D9,2511,22761,,,266 E 78
1014320028,S3,1252,3341,,,DUTCH KILLS REALTY CO
1014320029,C7,2548,9149,,,LORAC REALTY LLC
1014320030,D9,2554,10250,,,258 EAST 78TH STREET
1014320031,A4,2554,8862,,,JL HOLDINGS 2002 LLC
1014320032,A4,1916,6676,,,"CHATEAU, FRANCOIS"
1014320033,A4,1916,5399,,,"JONES, DAVID"
1014320034,C4,3831,11570,,,244 EAST 78 REALTY LL
1014320035,C4,2554,9123,,,KING ENTERPRISES LTD
1014320036,C6,2554,11334,,,236 E 78TH STREET OWN
1014320037,D9,2724,14875,,,78TH STREET EQUITIES
1014320038,C7,4087,16999,,,230 EAST 78 ASSOCS.
1014320040,C7,4087,16999,,,220 EAST 78 ASSOCS.
1014320041,B9,1362,2600,,218 EAST 78 STREET HOUSE,"WONG, PAULA"
1014320042,A5,1362,2600,,214 EAST 78 STREET HOUSE,MONTROSE SHOEMAKER LL
1014320043,B3,1362,2600,,210 EAST 78 STREET HOUSE,"CHIARA, DANIELA"
1014320044,B3,1362,2600,,208 EAST 78 STREET HOUSE,LINDA M MAXWELL REVOC
1014320045,D4,12089,175671,,,200 E 78TH ST OWNERS
1014320120,C7,2500,11430,,,251 EAST 77 STREET LL
1014320128,B3,1265,3040,,,MARIA WILLIAMS
1014320141,B1,1362,2860,,216 EAST 78 STREET HOUSE,216 EAST 78TH STREET
1014320142,A4,1362,2600,,212 EAST 78 STREET HOUSE,RYAN MARY B
1014327501,RM,33954,20294,,,215 E 77 ST CONDOMINI
1014330007,D4,12770,46230,,,221 EAST 78TH TENANTS
1014330012,C6,2554,7500,,,223 EQUITIES CORP.
1014330013,A9,1413,2600,,,IRA J SCHACTER
1014330014,A4,1413,2600,,,SPIGELMAN DIANE
1014330015,B3,1413,2600,,,"STEVENS, SHARI REAM"
1014330016,C7,8480,34374,,,RSL 243-253 EAST 78TH
1014330019,B3,1413,2730,,,JOHN D LEONARD
1014330020,A4,1413,2600,,,"GOODER, LISA HARMAN"
1014330021,O7,2826,17618,,,261 EAST 78 STREET LO
1014330022,C7,3410,13398,,,"JEANCO HOLDINGS, LLC"
1014330024,C7,3465,15794,,,EL-KAM REALTY CO
1014330029,C7,5108,15532,,,NRP     II
1014330031,D4,6206,63488,,,240 79 OWNERS CORP
1014330034,D4,7287,88231,,,230 79 EQUITY INC
1014330036,B9,1830,3316,,,ROSENBERG ERIC J
1014330037,P8,4087,9549,,"NY PUBLIC LIBRARY, YORKVILLE BRANCH",NEW YORK PUBLIC LIBRA
1014330039,B1,2043,4646,,,218 EAST 79TH STREETA
1014330040,U4,14304,0,,,VERIZON NEW YORK INC
1014330113,B3,1413,4142,,,"STEIN, FRANK"
1014330114,B1,1413,2600,,,"NICHOLS, RACHEL"
1014330119,B9,1413,1950,,,CORBETT VALERIE A
1014330124,S3,1673,4973,,,EL KAM REALTY CO.
1014330127,M1,10710,32000,,,CONG SHAARAY TEFILA
1014330138,C2,2043,3712,,,MARILYN G DIAMOND
1014337501,RM,15835,11653,,,205 E 78 OWNERS CORP
1014337502,RM,8684,118381,,,
1014339029,V1,5110,0,,,
1014340001,Y8,130540,52000,,,DEPT OF TRANSPORTATIO
1014350001,C7,3000,9000,,,"1711 FIRST AVENUE, LL"
1014350003,C7,3000,9300,,,1146-48 SECOND AVENUE
1014350006,O9,2510,10302,,,PIOUS SOCIETY OF THE
1014350007,C7,2510,5740,,,HILLYER KAZUKO
1014350008,C7,2450,7375,,,311313 LLC
1014350009,C7,2450,7375,,,311313 LLC
1014350010,Y8,15620,0,,,DEPT OF TRANSPORTATIO
1014350015,G6,3749,0,,,321-23 EAST 60TH STRE
1014350016,P6,19247,95500,,,"VERTICAL PROJECTS,"
1014350020,HS,2511,0,,,"FIRST SIGMA CAPITAL,I"
1014350021,HS,2511,0,,,"FIRST SIGMA CAPITAL,I"
1014350022,HS,2542,0,,,"FIRST SIGMA CAPITAL,I"
1014350023,HS,2550,1900,,,"FIRST SIGMA CAPITAL,I"
1014350024,HS,2500,1793,,,"FIRST SIGMA CAPITAL,I"
1014350025,HS,2500,1709,,,"FIRST SIGMA CAPITAL,I"
1014350026,HS,2500,1696,,,"FIRST SIGMA CAPITAL,I"
1014350027,C7,2275,9000,,,"1105 ACQUISITION 1, L"
1014350028,C7,2275,9000,,,JACREG RLTY CORP
1014350029,C7,2275,9000,,,JACREG RLTY CORP
1014350030,C7,2313,9633,,,VPZ
1014350031,C5,2812,9510,,,340 EAST 61 REALTY LL
1014350032,C4,2812,9720,,,NEWPORT PARTNERS LLC
1014350033,C7,2812,9531,,,"VERTICAL PROJECTS, L."
1014350037,O1,2678,10670,,,"VERTICAL PROJECTS,"
1014350038,C7,2678,10670,,,326 EAST 61 REALTY LL
1014350039,C5,5355,21340,,,AIMCO 322 EAST 61ST S
1014350044,O9,11243,58340,,,"ARC NYE61ST001, LLC"
1014350049,C4,1562,4500,,,"1158 SECOND AVENUE, L"
1014350050,S4,1500,4000,,,"1156 SECOND AVENUE, L"
1014350051,K4,1500,4371,,,"1154 SECOND AVENUE, L"
1014350052,S5,1500,4460,,,"1150 SECOND AVENUE, L"
1014350102,S5,1500,4980,,,"1144 SECOND AVENUE, L"
1014350151,K4,1500,5000,,,1152 SECOND AVENUE LL
1014357501,RM,10042,140493,,,EVANS VIEW CONDOMINIU
1014360001,D6,3788,58728,,,61ST & 2ND NYC LLC
1014360003,E7,8760,106260,,,DAY MEYER MURRAY & YO
1014360005,E7,6225,72000,,,305 EAST 61ST LLC
1014360007,C4,2510,9050,,,LANDMARK ASSOCIATES 2
1014360008,C7,2510,9050,,,LANDMARK ASSOCIATES-
1014360009,D9,2744,8505,,,LINDA KIRK TRUSTEE UN
1014360010,Y8,15324,0,,,DEPT OF TRANSPORTATIO
1014360013,M1,23623,37000,,,YYY 62ND STREET LLC
1014360019,D4,2310,8710,,,345 EAST 61ST STREET
1014360020,C7,2310,8710,,,G T S REALTY CORP
1014360022,C7,2310,8710,,,G T S REALTY CORP
1014360023,C7,1200,5800,,,GTS REALTY CORP
1014360026,C7,3150,13900,,,FIRST AVENUE HOLDINGS
1014360033,C7,2744,12180,,,HO WEG RLTY DBA K & W
1014360034,C4,2700,11940,,,HO WEG RLTY DBA K & W
1014360035,C4,2700,11940,,,HO WEG RLTY DBA K & W
1014360036,C7,2700,11940,,,"OHEB 62 ASSOCIATES,"
1014360037,C4,2745,12108,,,"OHEB 62 ASSOCIATES,"
1014360044,C7,2008,11137,,,OVERSIGHT MANAGEMENT
1014360045,C4,2510,10050,,,WEGRO REALTY CO
1014360046,C4,2510,10050,,,"EGA HOLDINGS, LLC"
1014360047,C7,4525,18514,,,LANDMARK ASSOCIATES-
1014360113,,0,0,,,
1014360122,D9,5582,56902,,,351 EAST 61ST STREET
1014367501,RM,6750,100343,,,THE PALADIN CONDOMINI
1014367502,RM,12517,57942,,,350 EAST 62ND STREET
1014367503,RM,3800,30540,,,
1014370001,D4,11800,120328,,,30162 OWNERS CORP CO
1014370007,L8,11748,63000,,,OLMSTEAD TIC 600-315
1014370010,V1,10142,0,,,DEPT OF TRANSPORTATIO
1014370012,I5,3414,11453,,,KAREN HORNEY CLINIC I
1014370015,D3,6828,33398,,,337 EAST 62ND LLC
1014370017,D9,3414,11900,,,341 E 62
1014370018,S5,1707,9453,,,345 EAST 62ND STREET
1014370019,B9,1707,2584,,,"PFIZER, BERYL"
1014370020,S1,1707,3613,,,ERNEST L VOGLIANO
1014370021,S1,1607,2920,,,1111 FIRST AVE.RLTYCO
1014370022,D9,4828,46856,,,"359 BETA I,"
1014370024,A4,1095,2432,,,TARRYTOWN HEIGHTS ASS
1014370025,S5,1095,4140,,,KOMI CORP
1014370026,C7,2048,8760,,,"1135 REALTY LLC, A DE"
1014370027,C7,4000,16250,,,1143 FIRST AVE LLC
1014370029,D9,6522,67880,,,344 E. 63 LLC C/O BET
1014370030,C7,2034,8741,,,346 REALTY
1014370032,D1,7532,32966,,,340 E 63 REALTY LLC
1014370041,D1,17574,70992,,,SP EAST 63 LLC
1014370045,D7,7532,34137,,,316 EAST 63
1014370049,Z9,15063,2250,,,NEW YORK CITY TRANSIT
1014370118,S1,1707,2748,,,"MURIEL, TRUSTEE, GLOR"
1014370120,S2,1607,4480,,,ERNEST L VOGLIANO
1014370121,B9,1607,2432,,,"PETER MCGEOUGH, AS TR"
1014370123,S1,1095,2924,,,365 EAST 62ND STREET
1014370124,S3,1095,3068,,,HEIGHTS INTERNATIONAL
1014380001,D4,10946,146061,,,TOOST CONTROL CORP.
1014380006,D9,11649,164567,,,ALKAL L P
1014380010,U2,35145,0,,,CONSOLIDATED EDISON C
1014380014,D1,10041,47008,,,"MENGONI, FRED"
1014380044,G1,10041,37888,,,304 E 64TH ST. CO. LL
1014380049,D9,6302,142209,,,300 E 64TH ST PARTNER
1014380051,J1,6250,11851,,,1210 SECOND AVENUE FL
1014387501,R4,35147,404296,,,BHASIN RAMIT
1014390001,D4,15200,183013,,,REGENCY EAST APT INC
1014390003,S5,2500,8700,,,CINQUINI 1226 SECOND
1014390009,D9,11750,67390,,,"320 EAST 65TH,"
1014390014,V1,12552,0,,,MEMORIAL HOSPITAL FOR
1014390019,G1,10042,46210,,,337 GARAGE CO
1014390023,D7,5050,50225,,,PLUM ASSETS LLC
1014390030,D6,13500,195019,,,SP EAST 65 LLC
1014390031,C4,2711,10110,,,"JGV65, LLC"
1014390032,C4,2711,10110,,,"JGV65, LLC"
1014390033,C4,2711,10110,,,MELISSA PROPERTIES 65
1014390034,C4,2711,10110,,,"BRET PROPERTIES 65, L"
1014390035,C5,2711,10110,,,SPIDER CITY LLC
1014390036,C7,3766,16260,,,JAYDEN 65 CO. LLC
1014390040,C7,3782,15615,,,326 REALTY CO LLC
1014390042,D3,10029,58325,,,320 EAST 65TH ASSOCIA
1014390046,D9,8175,76500,,,BRISTOL EAST CO
1014390049,D9,2880,10552,,,CORFU REALTY LLC
1014397501,RM,9670,126193,,,RIO THE CONDO & SPA
1014397502,RM,7531,1621,,,
1014400005,D4,20300,143590,,,315 E 65TH ST OWNERS
1014400012,O9,2008,6240,,,H M HUGHES CO INC
1014400013,S0,2008,3880,,,MAUREEN COTTER POTTER
1014400014,B3,2008,3242,,,ROSENBERG RONALD L
1014400015,C3,2008,4072,,,GULATI SUBHASH
1014400016,B9,1685,3819,,,"FORGETTE, SIMON"
1014400017,C7,3347,13269,,,335 EAST 65TH ST REAL
1014400018,C5,2510,9375,,,339 E. 65TH LLC
1014400019,C4,2711,10060,,,341 E 65TH ST LLC
1014400020,C4,2711,10060,,,343 E 65TH ST LLC
1014400021,C4,2711,10060,,,"ROME GROUP, LLC"
1014400022,C7,2711,10060,,,347 EAST 65TH STREET
1014400023,C7,13000,47345,,,1205-1215 FIRST AVENU
1014400030,C7,6192,29732,,,354 E 66 ST REALTY CO
1014400031,C7,5021,20730,,,348 EAST 66 STREET RE
1014400033,D1,12500,64071,,,EK 66 LLC
1014400038,C5,2554,5616,,,332 EAST 66TH STREETI
1014400039,C7,3347,12516,,,"EGA HOLDINGS, LLC"
1014400041,C7,4185,18253,,,"EGA HOLDINGS, LLC"
1014400043,M4,1883,4730,,,ST JOHN NEPOMUCENE CH
1014400044,I4,1883,4730,,,MEMORIAL HSPTL ETAL
1014400045,I4,3765,9450,,,MEMORIAL HOSPTL ETAL
1014400047,I4,3765,9450,,,MEMORIAL HOSPTL ETAL
1014400048,I4,1883,4730,,,MEMORIAL HOSPTL ETAL
1014400049,I5,20164,239235,,,S.K.I. REALTY INC
1014400113,S4,2008,6400,,,"ESNARD, AS TRUSTEE, R"
1014400144,I4,1883,4730,,,MEMORIAL HOSPTL ETAL
1014410014,D9,7532,27210,,,EAST 66TH ST ASSOCIAT
1014410017,D4,17572,151009,,,333 EAST 66TH STREET
1014410023,C7,3750,18828,,,WHITE MOUNTAIN REALTY
1014410025,C7,3782,15874,,,FIZZBIN LLC
1014410027,C7,3782,15874,,,FIZZBIN LLC
1014410030,C7,3750,18828,,,350 E 67 ST ASSOC
1014410031,D3,7531,59020,,,342 EAST 67 REALTY LL
1014410033,C6,4185,17736,,,BANZER MANOR INC
1014410035,C1,4185,17286,,,"LRL/JRH 67, INC."
1014410037,C1,4185,17286,,,"LRL/JRH 67, INC."
1014410038,P8,5021,12813,,,NEW YORK PUBLIC LIBRA
1014410040,I1,45187,140552,,,WURMSER JOHN F
1014417501,RM,20083,208802,,,30166 OWNERS CORP
1014420001,W1,70291,247910,,,NYC DEPARTMENT OF EDU
1014420015,Q2,60250,7500,,,PARKS AND RECREATION
1014430001,D4,30875,324854,,,APPLEBAUM DAVID P
1014430011,D4,18525,132611,,,333 EAST 68TH STREET
1014430017,I4,9262,37902,,,"S.K.I. REALTY, INC."
1014430020,I9,9262,62200,,,MEMORIAL HOSPITAL FOR
1014430024,C7,1838,7375,,,DEBAR REALTY CORP.
1014430025,D9,3690,15490,,,VINSUE CP
1014430027,C7,2483,9765,,,1273 FIRST AVE LLC.
1014430030,D9,5800,23575,,,BEDFORD EQUITIES LLC
1014430031,B9,1289,2268,,,364 E 69 OWNERS CO LL
1014430032,A4,1289,4482,,,362-69 LLC
1014430033,A1,1289,3898,,,358 EAST 69TH LLC
1014430034,B1,1289,2499,,,PAUL B GRIDLEY
1014430035,A4,1289,2880,,,"ROBERT VALENTINO, AS"
1014430036,A9,1289,2160,,,RICHARD HAJDUKIEWICZ
1014430037,M1,2578,2430,,,FIRST REFORMED CHURCH
1014430038,M3,1289,3024,,,1ST MAGYAR REFORMED C
1014430039,A4,1289,2880,,,NY TOWNHOUSE LLC
1014430040,A4,1289,3200,,,33869 LLC
1014430041,B9,1289,2880,,,"JOSSE, JEREMY MARC"
1014430042,B9,1289,2880,,,SCUTT LEENA
1014430043,A4,1300,2700,,,MATTHEW KAMINER
1014430044,B9,1289,2880,,,"MOSER, DARREN"
1014430045,A4,1289,3380,,,"SHAPARD, AUSTIN V"
1014430046,B9,1289,3040,,,MIKI OKUBO
1014430047,A4,1289,3024,,,TIMOTHY BRYAN 2012 FA
1014430048,A4,1289,3952,,,"VENTURINO, PABLO FERN"
1014430049,S9,1525,4716,,,300 EAST 69TH STREET
1014430050,S9,2138,7052,,,1308 REALTY LLC
1014430051,C7,2138,7892,,,"LEWIT, WENDY S"
1014430122,C7,2469,9420,,,68TH ST ASSOC
1014430129,S1,1289,6757,,,368 EAST 69TH STREET
1014430130,A4,1289,2160,,,"BURESH, JAMES C."
1014430132,A4,1289,4482,,,360 TOWNHOUSE LLC
1014430134,B1,1289,2160,,,YANNUZZI LAWRENCE A
1014430138,C0,1289,3024,,,"JOHANNES H. WORSOE, A"
1014430140,B9,1289,2880,,,GREGORY S & MARGARET
1014430142,B9,1278,3104,,,SCUTT LEENA
1014430144,B9,1289,3040,,,"ROGER B. POOL, AS TRU"
1014430146,A4,1289,3024,,,"DUNEIER, DANA"
1014430148,A4,1289,3680,,,HARNICK DAVID
1014430149,A9,1289,2700,,,EAST VIEW REALTY GROU
1014437501,RM,1872,16196,,,FIRST AVE CONDOMINIUM
1014440007,C4,2510,8560,,,309 EAST 69TH STREET
1014440008,D4,12150,88198,,,315 E 69 ST OWNRS COR
1014440013,D9,5422,19600,,,321 EAST 69TH STREET
1014440015,D4,20167,160311,,,333 TENANTS CORP
1014440023,D4,9957,134070,,,345 E 69 ST OWNERS CO
1014440027,C7,1925,6200,,,1293 FIRST AVENUE REA
1014440028,C7,1925,6200,,,1295 FIRST AVENUE COR
1014440029,S5,1925,8375,,,"ELAINE F. KRTIL, MANA"
1014440030,C7,1957,7060,,,1299 FIRST LLC
1014440031,D4,13957,35532,,,330 EAST 70TH STREET
1014440036,C4,10042,28160,,,DAVAND REALTY CORP
1014440040,C7,2510,10307,,,"EAST 70TH REALTY, LLC"
1014440041,C7,2510,10307,,,"EAST 70TH REALTY, LLC"
1014440042,C7,2510,9370,,,MUR-JAY REALTY CORP
1014440043,D4,15765,119000,,,310 EAST 70TH ST APAR
1014440049,C7,1881,8750,,,BKTK REALTY LLC
1014440050,C7,1850,7800,,,COHEN MICHELLE
1014440051,C7,1850,7500,,,"1322 REALTY EQUITIES,"
1014440130,C5,2812,8624,,,SUMAGLI REALTY COMPAN
1014447501,RM,16912,21284,,,30169 OWNERS CORPORAT
1014450005,C5,2510,9850,,,GAY CROPPER
1014450006,C4,2510,7560,,,GAY CROPPER
1014450007,D4,17572,132748,,,"MURAKAMI, SATOKO"
1014450014,P5,15063,37255,,,LENOX HILL NEIGHBORHO
1014450020,C7,2536,10155,,,335 E.70TH REALTY INC
1014450021,C4,2485,9950,,,335 E.70TH REALTY INC
1014450023,D3,12552,105891,,,NYC HOUSING AUTHORITY
1014450027,C7,1875,7563,,,1315 FIRST AVENUE LLC
1014450028,C7,1875,6000,,,A&L 1317 LLC
1014450029,C7,1881,6000,,,1319 FIRST AVENUE ASS
1014450030,C7,1900,6460,,,BRENTON CAPITAL LLC
1014450031,C4,7531,23785,,,336 EAST 71 LLC
1014450034,C4,2510,9735,,,332 EAST 71 REALTY LL
1014450035,D9,12552,53768,,,LENOX HILL DEV CORP
1014450040,D1,15062,59000,,,HSS PROPERTIES CORP.
1014450046,C7,2510,9713,,,MARIGO CORP
1014450047,D9,2510,9635,,,"MHM RLTY, LLC C/O MIC"
1014450130,M1,2510,4267,,,INDEPENDENT RUSSIANET
1014457501,RM,22595,306463,,,THESO CORPORATION
1014460001,S9,2038,7388,,,FERL REALTY COMPANY
1014460002,S9,1875,6000,,,FERL REALTY COMPANY
1014460003,S9,1875,6000,,,FERL REALTY COMPANY
1014460004,C7,1875,6000,,,DOMAX REALTY CORP
1014460005,D1,10216,43288,,,MEMORIAL HOSPTL ETAL
1014460008,D4,10216,80056,,,311-71 OWNERS CORP
1014460012,D4,5110,19040,,,321 EAST 71ST OWNERS
1014460014,D7,12771,60400,,,LUCK OPERATING CO
1014460023,D4,40866,560525,,,CHARLES H GREENTHAL M
1014460038,D4,8513,90247,,,342 E 72ND ST CORPORA
1014460042,D4,11919,132385,,,72 STREET EAST CORP
1014460051,U7,1088,0,,,NEW YORK CITY TRANSIT
1014460052,C7,3200,11910,,,1390 SECOND AVENUE RE
1014460137,A9,1703,3200,,,"WARMINSTER OF NY, INC"
1014460151,S3,1040,3755,,,"1390-1/2,"
1014467501,R4,5109,55096,,,LE CHAMBORD CONDO
1014467502,RM,10030,141876,,,
1014467503,R4,3405,34200,,,
1014470005,D9,11749,121234,,,CHARLES & JOSEPH ALPE
1014470009,D4,21000,276481,,,315 E 72 ST OWNERS IN
1014470013,D4,10216,84823,,,325 EAST 72ND STREET
1014470017,D9,2862,10055,,,SACCHETTI MICHAEL
1014470018,M1,2861,7392,,,THE THEOSOPHY CO
1014470019,D4,8582,102593,,,FONTAINE OWNERS CORP
1014470023,D6,11238,165527,,,EASTWOOD TOWERS COMPA
1014470027,D6,5100,112541,,,THE CHARLES CONDOMINI
