bbl,bldgclass,lotarea,bldgarea,histdist,landmark,ownername
1020860016,D1,9160.0,38750.0,,,WEST 137TH 609 LLC
1002207506,RM,2500.0,11110.0,Tribeca North Historic District,,UNAVAILABLE OWNER
1002300025,S4,1380.0,6900.0,SoHo-Cast Iron Historic District,,36 GREENE STREET CORP
1005860016,B3,1600.0,4360.0,Greenwich Village Historic District Extension II,,14 LEROY STREET DARLING LLC
1019880037,C1,4580.0,19056.0,,,502 W 135 BH LLC
1011460054,C5,2043.0,6135.0,Upper West Side / Central Park West Historic District,,146 WEST 75TH STREET LLC
1002360017,S2,1500.0,3638.0,,,BES 3 LLC
1002320012,D0,3009.0,29370.0,SoHo-Cast Iron Historic District,,458 GRAND BWAY OWNERS CORP
1002380027,C7,4619.0,20800.0,,,OTT KENG CORP
1002380034,S9,1374.0,4190.0,,,LISA WOON HING CHU
1002390008,C7,2210.0,10200.0,,,EVERPRIME 84 CORP
1002830076,C7,1208.0,5720.0,,,34 CANAL ST. CORP.
1002830029,K1,1875.0,2000.0,,,151 EAST BROADWAY CORP.
1002970001,J3,15870.0,40716.0,,INDIVIDUAL LANDMARK,VJHC HOLDING CORP.
1002970017,K4,1560.0,4930.0,,,"NO.1 GOLDEN MOUNTAIN, INC"
1003000027,C7,1683.0,6635.0,,,"21 ALLEN STREET CORP.,"
1003040016,HH,3765.0,18012.0,,,125 BOWERY INC
1003080023,M9,2222.0,12438.0,,,48 ALLEN STREET LLC
1003100020,V1,1151.0,0.0,,,INTERBORO REALTY MANAGEMENT CORP.
1021090081,K1,14425.0,15300.0,,,4 J REALTY CORP
1003440076,C7,4513.0,22370.0,,,106 RIDGE ST VENTURE LLC
1003450035,K2,1715.0,4973.0,,,RIVINGTON MUSIC CORP.
1012030023,C5,1913.0,6270.0,Upper West Side / Central Park West Historic District,,"25 WEST 89TH STREET, LLC"
1003500050,C4,2700.0,13045.0,,,MONPIKE CORP
1003500025,C6,2500.0,6250.0,,,17 CLINTON STREET HDF CORP
1003500054,S3,936.0,2988.0,,,301 E HOUSTON LLC
1003500055,S5,1260.0,7128.0,,,OCEAN DRIVE HOLDINGS LLC
1003500080,C7,2500.0,9565.0,,,176 STANTON STREET LLC
1010670140,A4,1255.0,2180.0,,,"SHERMAN, MICHAEL"
1002440040,I9,16665.0,60417.0,,,GOUVERNEUR COURT HOUSING DEVELOPMENT FUN D CORPORAT
1008310006,K1,750.0,749.0,,,SO HEE  MOON
1003720064,N2,8162.0,17405.0,,,NEW YORK CENTER ETAL
1019190026,D4,24979.0,157728.0,,,CLAYTON APARTMENTS
1001507503,RM,2550.0,12044.0,,,106 DUANE STREET CONDOMINIUM
1003930001,D5,6603.0,31267.0,,,HUNTINGTON HOUSE HDFC
1008840054,M3,9275.0,11199.0,,,ST STEPHENS RC CHURCH
1022260009,C1,7500.0,23295.0,,,"ROXANNE TOWERS, INC."
1003980006,C7,3376.0,15605.0,,,150 EAST THIRD STREE
1000330011,D5,22957.0,473460.0,,,NINETY FIVE WALL STREET LLC
1004040036,C7,2370.0,8806.0,East 10th Street Historic District,,PARK EAST TENTH LLC
1004020060,C7,2150.0,6152.0,,,CHERNY PROPERTIES INC
1004040058,C2,2610.0,5598.0,East 10th Street Historic District,,LESPMHA HOUSING DEVELOPMENT FUND COPORAT ION
1011160042,D8,4110.0,16529.0,,,"14 WEST 64TH STREET, LLC"
1004040059,S4,1446.0,7230.0,East 10th Street Historic District,,D&J ASSOCIATES
1004040060,S1,1176.0,4338.0,,,ADAIR LINCOLN
1004050039,M1,4130.0,4962.0,,INDIVIDUAL LANDMARK,RUSSN UKR POLISH PENT
1004050031,C7,2882.0,11924.0,,,PSA 190 AVENUE B LLC
1004050033,C4,1810.0,4280.0,,,188 AVE B NY LLC
1004080004,K4,2187.0,6550.0,,,74 ORCHARD STREET REALTY INC
1004150023,S1,1400.0,2880.0,,INDIVIDUAL LANDMARK,143 ALLEN ST. LLC
1021340085,D1,11241.0,47880.0,Audubon Park Historic District,,"157TH STREET ASSOCIATES, LLC"
1004277502,RM,2480.0,11529.0,,,UNAVAILABLE OWNER
1004660046,A7,1324.0,2385.0,St. Mark's Historic District,,"FRONTEARS, LLC"
1004300010,D6,53562.0,101908.0,,INDIVIDUAL LANDMARK,NYC HOUSING AUTHORITY
1006240055,A4,1280.0,3204.0,Greenwich Village Historic District,,ERIC T. BISCHOF
1004340006,S5,1487.0,5465.0,,,110 1ST LLC
1003890009,C6,3069.0,17205.0,,,184 EAST 7TH STREET HDFC
1004370027,C7,2976.0,8122.0,,,"153 AVENUE A ASSOCIATES,"
1004370132,S9,726.0,4356.0,,,UNAVAILABLE OWNER
1004370134,S5,789.0,4734.0,,,UNAVAILABLE OWNER
1004380053,C7,2369.0,9350.0,,,JUPITER-10
1004387501,RM,2085.0,8323.0,,,UNAVAILABLE OWNER
1021070012,M1,3440.0,3414.0,,,MT SINAI HOLY CHURCH
1021070020,D4,15632.0,68160.0,,,UHAB H.D.F.C.
1012440010,M1,2215.0,5535.0,Riverside-West End Historic District Extension I,,"CONGREGATION KEHILATH JACOB, INC."
1004390002,C7,2500.0,6750.0,,,184 FIRST REALTY
1004390004,C7,2500.0,7525.0,,,186-188 FIRST AVE LLC
1004400008,C7,3360.0,16760.0,,,214 FIRST REALTY CORP
1004400011,S1,1140.0,3940.0,,,406 PROPERTIES LLC
1011850045,C1,1850.0,7380.0,West End-Collegiate Historic District,,BEECHEAST LLC
1004440038,C7,2429.0,8100.0,,,BARAD (EAST 89) LTD
1004440011,C3,1000.0,4200.0,East Village / Lower East Side Historic District,,46 EAST 3RD ST CORP
1004450009,C7,3489.0,14250.0,East Village / Lower East Side Historic District,,RURU & ASSOCIATES LLC
1021790415,D1,11250.0,49782.0,,,265 CABRINI CO
1004450033,C7,2400.0,8800.0,,,57 FIRST AVE LLC
1004450034,C7,2400.0,7935.0,,,53-55 FIRST AVE FEE LLC
1004450037,S4,962.0,4163.0,,,"EV 1ST AVENUE PROPERTY OWNER, L.P."
1004460002,S5,2400.0,7228.0,East Village / Lower East Side Historic District,,74 SECOND AVENUE REALTY ASSOCIATES INC.
1004460008,C7,2400.0,12020.0,East Village / Lower East Side Historic District,,86 2ND AVENUE
1004480026,C7,1836.0,7017.0,East Village / Lower East Side Historic District,,CYNTHIA HELLERMAN
1004480031,S3,2208.0,6311.0,,,JEISON REALTY CORP
1013220107,O2,1666.0,4483.0,,INDIVIDUAL LANDMARK,RKO LTD.
1004480038,C7,2271.0,9635.0,East Village / Lower East Side Historic District,,125 2ND AVE REALTY CORP
1004490032,C4,1225.0,5390.0,,,125-127 1ST AVENUE  LLC
1004500003,O9,7634.0,31940.0,,,ORGANIZATION FR ETAL
1004500029,C7,2350.0,9494.0,,,145 ASSETS LLC
1004510038,C7,2308.0,7693.0,,,149 ASSOCIATES
1004510137,C7,2308.0,6333.0,,,"1ST AVENUE ENTERPRISES,"
1004580024,B9,1311.0,3680.0,East Village / Lower East Side Historic District,,"TATUM, WILBERT ARNOLD"
1004580032,C6,3263.0,14376.0,East Village / Lower East Side Historic District,,32-34 E 2ND ST (HDFC)
1012350040,C4,2718.0,9675.0,,,24 ST MARKS TL LLC
1004590028,S9,1440.0,5772.0,East Village / Lower East Side Historic District,,"G & L ROYALTY, INC."
1010580023,C7,2500.0,9220.0,,,DAVID C. BELT
1018950068,V1,2523.0,0.0,,,TRUSTEES OF COLUMBIA UNIVERSITY
1004640013,C1,2808.0,11345.0,,,206 E. 9TH STREET LLC
1004650047,D7,2658.0,17795.0,,,"SASHA REALTY,"
1004660014,C2,1710.0,5400.0,,,"HENDERSON III, ISAAC CRAIG"
1004670047,C7,2550.0,12024.0,,,"K&T REALTY ASSOCIATES,"
1004670049,C5,2550.0,6830.0,,,LOZYNSKYJ ASKOLD S
1022370064,C1,10910.0,37445.0,,,"13-19 CUMMING ST. ASSOCIATES,"
1004710022,D7,2485.0,15833.0,,,186 MULBERRY LLC
1004710040,C7,2920.0,9635.0,,,377 BROOME ST CORP
1004710047,C1,2480.0,9430.0,,,KEN-MAY CORP
1004737504,RM,1669.0,7650.0,SoHo-Cast Iron Historic District,,UNAVAILABLE OWNER
1004907501,RM,2500.0,11695.0,Sullivan-Thompson Historic District,,202 SPRING STREET ASSOCIATES
1004917501,R1,2113.0,12296.0,,,554 BROOME STREET
1004950030,C7,2479.0,11424.0,,,DJL FAMILY LIMITED PA
1004990022,D0,2160.0,19155.0,SoHo-Cast Iron Historic District,,133 MERCER ST HOUSING CORP
1004990037,D7,5625.0,25250.0,SoHo-Cast Iron Historic District,,109 SPRING STREET ASSOCIATES LLC
1010770021,C4,2510.0,9731.0,,,"SJ 48TH STREET MANAGEMENT, INC."
1019270053,C4,3431.0,12350.0,,,122 STREET PORTFOLIO LLC
1004960027,O5,3292.0,16766.0,SoHo-Cast Iron Historic District Extension,,"CHEN FOUNDATION, INC."
1005200043,C2,1200.0,4650.0,Charlton-King-Vandam Historic District,,USM ASSET TRUST - SERIES 5
1005270049,C7,2512.0,11900.0,Greenwich Village Historic District Extension II,,"TOCKWOTTEN ASSOCIATES,"
1005270068,C7,1875.0,8445.0,Greenwich Village Historic District Extension II,,30 CARMINE STREET LLC
1005270069,C7,3750.0,16977.0,Greenwich Village Historic District Extension II,,WEST VILLAGE ASSOCIATES LLC
1007730043,K4,1573.0,5710.0,,,230 7TH AVENUE LLC
1015800049,C7,1898.0,8480.0,,,KOSTAS & MICHAEL RTYCP
1005300038,D7,3007.0,22448.0,NoHo Historic District Extension,,INFINITE LLC
1005310052,G6,7947.0,0.0,,,"375 LAFAYETTE STREETPROPERTIES,"
1006100027,C7,1596.0,8000.0,Greenwich Village Historic District,,33 CHRISTOPHER CORP
1005440011,K4,4200.0,12338.0,NoHo Historic District,,"ONLY PROPERTIES, LLC"
1005430031,C7,2115.0,6475.0,South Village Historic District,,"24 MINETTA LANE REALTY CORP.,"
1005430059,K4,1282.0,2300.0,South Village Historic District,INDIVIDUAL LANDMARK,127 MACDOUGAL STREET LLC
1005447503,RC,19930.0,100754.0,NoHo Historic District,,UNAVAILABLE OWNER
1005520001,K7,4175.0,12578.0,Greenwich Village Historic District,,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATIO N"
1005680010,A4,1976.0,6202.0,Greenwich Village Historic District,,VILLAGE TOWNHOUSE LLC
1005680032,W6,2321.0,7410.0,Greenwich Village Historic District,,NEW YORK UNIVERSITY
1002880128,A5,2655.0,8256.0,,,CHARLES FULTON OURSLER
1005700042,W6,12700.0,125588.0,,,NEW YORK UNIVERSITY
1005730013,W9,1983.0,4090.0,Greenwich Village Historic District,,NEW YORK UNIVERSITY
1015400043,C4,2517.0,9882.0,,,208 E. 95 OWNERS LLC
1005730015,C7,1983.0,5500.0,Greenwich Village Historic District,,APV BROTHERS LLC
1005730022,A7,2245.0,6136.0,Greenwich Village Historic District,,RIVENDELL HOUSE LLC
1004060054,C7,2581.0,10100.0,,,JMS VILLAGE LLC
1005780067,O3,10143.0,120592.0,,,"121 VARICK FOURTH FLOOR, LLC"
1005850001,D7,25575.0,97290.0,Greenwich Village Historic District,,"HUDBAR ASSOCIATES, L.L.C."
1005860020,M1,18000.0,76888.0,Greenwich Village Historic District Extension II,,CHUR OUR LADY POMPEI
1005860036,C7,2500.0,10285.0,Greenwich Village Historic District Extension II,,37 CARMINE AA LLC
1012190023,A5,1913.0,3561.0,Upper West Side / Central Park West Historic District,,ANTHONY JOSEPH GILROY
1005890043,S9,4226.0,13008.0,Greenwich Village Historic District Extension II,,301 SIXTH AVENUE CORP
1005890044,A9,4226.0,1500.0,Greenwich Village Historic District Extension II,,"RUSH, HEATHER MCCONNELL"
1017260016,C4,2498.0,9680.0,,,WEST 128TH STREET L.P.
1005900005,S2,1922.0,5760.0,Greenwich Village Historic District Extension II,,HELEN GURRERA
1005920016,C0,1575.0,3529.0,Greenwich Village Historic District,,106 WASHINGTON PLACE LLC
1006150052,C1,4650.0,20832.0,Greenwich Village Historic District,,"LUSTRO REALTY , LLC"
1002790023,C1,3261.0,11552.0,,,CDY CORP
1005920082,D3,9092.0,38214.0,Greenwich Village Historic District,,13-15 SHERIDAN SQUARE LLC
1005927502,R1,4317.0,10002.0,Greenwich Village Historic District,,NAME NOT ON FILE
1005927501,RM,4305.0,27933.0,Greenwich Village Historic District,,SHERIDAN CONDOMINIUM BOARD
1005930049,A5,1536.0,4346.0,Greenwich Village Historic District,,"LUCINA INTERNATIONAL, LLC"
1006050031,M1,22904.0,9523.0,Greenwich Village Historic District,,THE BOARD OF MANAGERS OF THE DIOCESAN MI SSIONARY ETC.
1006077503,RM,92925.0,533883.0,,,THE GREENWICH LANE CONDOMINIUM
1006150091,D3,3512.0,14596.0,Greenwich Village Historic District,,259 WEST 12 ST LLC
1006210020,S3,1498.0,4106.0,Greenwich Village Historic District,,376 BLEECKER ASSOCIATES LLC
1006210068,B1,1900.0,5440.0,Greenwich Village Historic District,,LAW CENTER FOUNDATION
1006220046,C0,2375.0,6500.0,Greenwich Village Historic District,,"GILLILAND, ERIC"
1006310026,A4,2619.0,7657.0,Greenwich Village Historic District Extension,,271 WEST 10TH STREET LLC
1006310140,S4,984.0,3650.0,Greenwich Village Historic District,,531 HUDSON STREET LIMITED LIABILITY COMP ANY
1006960010,K1,7406.0,7943.0,,,SAMKAT REALTY LLC
1006960042,K1,3950.0,3950.0,,,510 WEST 25TH LLC
1012520065,D4,6241.0,31760.0,Riverside-West End Historic District Extension II,,NORSON RLTY CORP
1007170005,K1,3800.0,3800.0,,,459 WEST 19TH REALTY LLC
1007170040,C6,2021.0,5021.0,Chelsea Historic District,,161 NINTH LTD
1007170042,S4,1386.0,4915.0,Chelsea Historic District,,"165 NINTH AVENUE, LLC"
1007190003,A5,1945.0,2785.0,Chelsea Historic District,,"CHENZHOU FAMILY,  LLC"
1007200012,C6,3292.0,9000.0,Chelsea Historic District Extension,,469 WEST 22ND  STREET TENANTS CORP
1007190014,A9,1646.0,3328.0,Chelsea Historic District,,"MURRIN, P. JOHN"
1007190033,C6,1980.0,6160.0,Chelsea Historic District,,CHELSEA SQUARE NORTH INC
1007190067,C0,2469.0,3725.0,Chelsea Historic District,,"444 W 22ND STREET, LLC"
1007200007,A4,1547.0,3666.0,Chelsea Historic District Extension,,"MEHAS, JOHN"
1015630039,B1,1703.0,3648.0,,,"POMERANTZ, ERNEST H"
1007200042,C6,1646.0,6134.0,Chelsea Historic District Extension,,NORTH RIVER APARTMENT CORPORATION
1005180008,C4,2558.0,9984.0,Sullivan-Thompson Historic District,,CHELHAM MANAGEMENT CORP.
1007200067,C6,2485.0,6333.0,Chelsea Historic District Extension,,440 WEST 23 ST TENANTS CORP
1007200082,D7,2370.0,13860.0,Chelsea Historic District Extension,,470 WEST 23 ASSOCIATE
1007330005,C6,7108.0,28512.0,,,455-59 WEST 35 STREET
1007330061,E9,2469.0,7107.0,,,"KESLOW PROPERTIES,"
1007330065,C4,2469.0,10425.0,,,"SERENO PARTNERS, LLC"
1007380019,D1,3125.0,7812.0,,,CIRCULAR
1007370022,U1,24262.0,0.0,,,PORT OF N Y AUTH
1007460079,C7,2490.0,9720.0,,,FAMILY OF FANNY LLC
1007450061,A4,2057.0,4395.0,Chelsea Historic District Extension,,VENTIDUE LLC
1007480005,M1,13325.0,9441.0,,,ST ELEUTHERIUS CHUR
1020620024,C2,1799.0,4752.0,Hamilton Heights / Sugar Hill Historic District,,HOWARD A CLARKE
1007530065,C4,3259.0,11535.0,,,342 WEST 30 ST CORP
1007540035,G6,2469.0,0.0,,,KEDEM REALTY 415 LLC
1007600012,O6,8229.0,98454.0,,,"347 WEST 36TH STREET, LLC"
1006150100,S5,798.0,4120.0,Greenwich Village Historic District,,"ALDO, CARDIA"
1012380158,A4,1812.0,4860.0,Riverside-West End Historic District,,GEORGE H DENNISTON JR
1007630044,C4,2467.0,8201.0,,,"MICHOLOS, ISI DOROSG"
1016590028,C7,1460.0,4980.0,,,HASHMAT MGT CORP
1007700035,C7,2075.0,7730.0,,,205 WEST 20TH ASSOCIATES LLC
1007720005,S9,1632.0,4320.0,,,244 A.G. REALTY LLC
1007700040,C7,2116.0,7682.0,,,178 7TH AVE INC
1007700041,C7,3096.0,6880.0,,,"180 SEVENTH AVENUE ASSOCIATES,"
1022150721,B1,2567.0,3562.0,,,"MELBA TERESA DIAZ, AS TRUSTEE"
1007720042,C0,822.0,2776.0,,,"TRISTRAM, ED"
1012490019,A5,1510.0,4656.0,Riverside-West End Historic District,,CATHRINE S STECK
1014430039,A4,1289.0,2880.0,,,"WONG, RICHARD"
1007760047,H8,13870.0,65240.0,,,FIT STAFF HOUSING COINC
1007780013,G6,8080.0,0.0,,,"249 W. 28TH STREET PROPERTIES, LLC"
1007780033,D5,2470.0,24563.0,,,CHELSEA LEAF SOUTH HOUSING DEVELOPMENT F UND
1007870040,O6,36260.0,606078.0,,,500 SEVENTH AVENUE
1007880024,K4,3374.0,9100.0,,,RAFAEL INC
1007910019,C1,2065.0,4160.0,,,"13915 REALTY, LLC."
1007930037,K9,1325.0,3975.0,,,"595 REALTY, LLC"
1007937506,RM,8280.0,47287.0,,,UNAVAILABLE OWNER
1007450012,C6,2469.0,9735.0,,,345 WEST 21 ST APT CO
1017210017,D1,4092.0,22267.0,Mount Morris Park Historic District,,MOUNT MORRIS HOUSING DEVELOPMENT FUND CO RPORATION
1008040034,H1,3823.0,73497.0,,,815 NY LENDER LLC
1008030060,C4,4938.0,18661.0,,,28TH STREET PROPERTIES LLC
1008207505,RB,88940.0,684465.0,,,UNAVAILABLE OWNER
1008260065,O6,10221.0,128965.0,,,"UNIZO REAL ESTATE NY ONE, LLC"
1008270060,D0,4938.0,48685.0,,,22 W 26TH ST APT CORP
1008280022,O6,4400.0,45309.0,Madison Square North Historic District,,MESA REALTY ASSOCIATES
1008290056,O5,2013.0,7500.0,Madison Square North Historic District,,AEP PROPERTIES INC
1008310049,V1,2666.0,0.0,,,HFZ KIK 30TH STREET OWNER LLC
1008300005,K4,3000.0,9000.0,,,THE KIM FAMILY JOINT
1008320080,K4,1260.0,5040.0,,,FARENY-2 MANAGEMENT LLC
1008370026,K4,1975.0,6040.0,,,27 WEST 35TH STREETCORP.
1008380066,K4,4758.0,10281.0,,,"28-30 WEST 37TH STREET,"
1008410015,S9,2173.0,7127.0,,,43 WEST 39TH REALTY LLC
1008490057,C6,2750.0,5950.0,Ladies' Mile Historic District,,RAFAEL SASSOUNI MANAC CO INC
1008500014,O5,4150.0,17164.0,Ladies' Mile Historic District,,924 BROADWAY ASSOC
1018300056,V1,2523.0,0.0,,,NYC HOUSING AUTHORITY
1008517501,RM,28028.0,363054.0,,,MADISON GREEN
1008507503,RM,20275.0,253543.0,,,GRAMERCY PLACE CONDO #210
1017210118,B1,1600.0,4000.0,Mount Morris Park Historic District,,HARRIS DIANE A S
1008600015,D7,2351.0,32917.0,,,AMERICAN ACADEMY OF DRAMATIC ARTS
1008517503,RM,2668.0,17091.0,,,UNAVAILABLE OWNER
1008550024,O4,19750.0,389000.0,,,"360 PARK SOUTH DELAWARE ASSOCIATES, LLC"
1001750004,S9,2508.0,15563.0,Tribeca East Historic District,,"MAP FRANKLIN, LLC"
1007430009,C1,3066.0,7335.0,,,357 WEST 19TH CO. LLC
1008600022,D7,10850.0,111457.0,,,THE NOMAD LAND COMPANY LLC
1008610066,H3,6468.0,71250.0,,,16 EAST 32 CORP.
1008620049,C5,1646.0,5184.0,,,TAMAR EQUITIES CORP.
1008630053,H8,7120.0,87550.0,,,YESHIVA UNIVERSITY
1008810029,O3,6526.0,71043.0,,,"137 AND 138 REALTY,LLC"
1008840060,C7,1786.0,8027.0,,,135 LEXINDGTON AVENUE
1008840084,O4,9675.0,160114.0,,,PARK AVE SOUTH ASSOC.
1016240010,M3,1386.0,6500.0,,,RC CH ST FRANCIS DE S
1008870001,O6,4224.0,54018.0,,,ROSE HILL PROPERTY AVE
1008870013,K4,2839.0,11650.0,,,31117 LLC
1008710032,C6,2435.0,8920.0,,,137 EAST 15 STREET CORP
1021690018,C7,6730.0,46650.0,,,2246 HOLDING CORP
1008990001,D4,26312.0,358898.0,,,205 3 AVE CORP
1009010030,O7,4540.0,6103.0,,,"SD SECOND AVENUE PROPERTY, LLC."
1009010034,O7,1932.0,5796.0,,,"SD SECOND AVENUE PROPERTY, LLC."
1009020051,D3,9228.0,49207.0,,,"210-220 E. 22ND STREET SSGA OWNER, LLC"
1007000038,U6,0.0,0.0,,,NYC PARKS DEPARTMENT
1009150059,S3,1482.0,6273.0,,,IRENE KAKOSIAN
1021320029,C7,4183.0,16600.0,,,"534 WEST 178 EQUITIES, LLC"
1005170041,C7,2387.0,10395.0,Sullivan-Thompson Historic District,,"179 PRINCE STREET ASSOCIATES, LLC"
1009190034,D6,13510.0,111570.0,,,TIMSTON CORP
1009200024,C1,1900.0,3940.0,,,"MERCURIAL, LLC"
1009310024,W6,24688.0,199517.0,,,NEW YORK UNIVERSITY
1009340024,D6,19750.0,127144.0,,,HENRY PHIPPS PLAZA EIN
1009960012,G1,11050.0,77000.0,,,"TIMES SQUARE GARAGE,"
1002307503,RM,7534.0,40485.0,SoHo-Cast Iron Historic District,,T GEORGE REALTY
1009960029,O4,42050.0,1039529.0,,,DOLP 1133 PROPERTIES II LLC
1010000029,O4,84855.0,1984228.0,,,"1211 6TH AVENUE SYNDICATION PARTNERS JV,  L.P."
1010120037,HH,2469.0,11562.0,,,NEDERLANDER THEATRICAL
1010140025,J4,6928.0,27738.0,,,"THE NEW 42ND ST., INC."
1010140041,J4,9708.0,36000.0,,,"THE NEW 42ND ST., INC."
1010150061,O5,5000.0,23000.0,,,"DEE CEE ASSOCIATES, LLC"
1010170002,K4,1237.0,3648.0,,,"CINE ROMA PROPERTIES, INC."
1010180027,K2,1900.0,6750.0,,,1555 BROADWAY OWNER
1010190001,D6,13983.0,463143.0,,,"BILTMORE OWNER, LLC"
1010190050,J4,9990.0,30080.0,,INDIVIDUAL AND INTERIOR LANDMARK,THE SHUBERT ORGANIZATION INC
1010190054,K4,3360.0,10568.0,,,PFP REALTY VENTURES LLC
1010260012,H2,8033.0,171129.0,,,"237 WEST 54 OWNER, L.L.C."
1010270004,K5,2500.0,4500.0,,,56TH STREET ASSOCIATES LLC
1010297501,RC,32375.0,529883.0,,,DEVASH LLC
1005950060,,,,,,
1010340004,K1,4500.0,4500.0,,,"YOUFFOUSSE 610 9TH AVE. REALTY, LLC"
1010340058,K2,2510.0,5025.0,,,
1012030028,C6,1812.0,7455.0,Upper West Side / Central Park West Historic District,,89 ST OWNERS  CORP
1010360142,S5,1673.0,3296.0,,,SAFFIRYAN REALTY CORP
1010370006,S5,1667.0,2694.0,,,"P-B WEST 46, LLC"
1010370064,C7,2150.0,8675.0,,,672 NINTH AVE LLC
1010370102,S3,1350.0,4194.0,,,22 WEST 30TH ST. PROPERTIES LLC
